id,pe,obstime,name,wfo,lat,lon,prod_id,1in,2in,4in,6in,8in,12in,20in,24in,40in,50in,60in,Date Range,Shallowest,ShallowestDepth
BUCC2,TV,2023-11-02 14:00:00,ALMA,BOU,39.3035,-106.1131,KWBCRSDCO,0,34,35,0,35,0,38,0,38,0,0,2023/10/30-2023/11/02,34,2
BURC2,TV,2023-11-02 13:00:00,BUFORD,GJT,39.8751,-107.5985,KWBCRSDCO,0,33,0,0,36,0,40,0,0,0,0,2023/10/30-2023/11/02,33,2
BUTC2,TV,2023-11-02 14:00:00,CRESTED BUTTE,GJT,38.8943,-106.953,KWBCRSDCO,0,33,0,0,35,0,39,0,0,0,0,2023/10/30-2023/11/02,33,2
CADC2,TV,2023-11-02 14:00:00,SILVERTON,GJT,37.666666666667,-107.8,KWBCRSDCO,0,33,0,0,36,0,42,0,0,0,0,2023/10/30-2023/11/02,33,2
CAMI4,TV,2023-11-02 15:00:00,CALUMET,FSD,42.9246,-95.539,KDMXRR5DMX,0,0,36,0,0,49,0,0,0,56,0,2023/10/30-2023/11/02,36,4
CCSW4,TV,2023-11-02 13:00:00,DUBOIS,RIW,43.6748,-109.3774,KWBCRSDWY,0,0,54,0,54,0,0,0,0,0,0,2023/10/30-2023/11/02,54,4
CHAI4,TV,2023-11-02 14:51:00,CHARITON,DMX,40.9733,-93.4228,KDMXRR5DMX,0,0,39,0,0,45,0,50,0,58,0,2023/10/30-2023/11/02,39,4
CINW4,TV,2023-11-02 13:00:00,CENTENNIAL,CYS,41.2384,-106.231,KWBCRSDWY,0,34,33,0,36,0,38,0,40,0,0,2023/10/30-2023/11/02,34,2
CNAI4,TV,2023-11-02 15:00:00,CASTANA,OAX,42.0639,-95.8372,KDMXRR5DMX,0,0,41,0,0,45,0,49,0,0,0,2023/10/30-2023/11/02,41,4
CPMC2,TV,2023-11-02 14:00:00,BREKENRIDGE,BOU,39.4895,-106.171,KWBCRSDCO,0,34,33,0,35,0,37,0,38,0,0,2023/10/30-2023/11/02,34,2
CRBI1,TV,2023-11-02 13:00:00,CRAB CREEK,PIH,44.4367,-111.9935,KWBCRSDID,0,31,0,0,29,0,0,0,0,0,0,2023/10/30-2023/11/02,31,2
CRWW4,TV,2023-11-02 14:00:00,LARAMIE,CYS,41.2287,-105.3828,KWBCRSDWY,0,32,34,0,34,0,39,0,42,0,0,2023/10/30-2023/11/02,32,2
CSII4,TV,2023-11-02 15:00:00,INWOOD,FSD,43.31047,-96.50425,KDMXRR5DMX,0,0,39,0,0,32,0,32,0,0,0,2023/10/30-2023/11/02,39,4
DRLC2,TV,2023-11-02 14:00:00,STEAMBOAT SPRINGS,GJT,40.534,-106.7813,KWBCRSDCO,0,36,0,0,0,0,39,0,0,0,0,2023/10/30-2023/11/02,36,2
ERDW4,TV,2023-11-02 14:00:00,BONDURANT,RIW,43.131,-110.2023,KWBCRSDWY,0,34,0,0,34,0,37,0,0,0,0,2023/10/30-2023/11/02,34,2
FMTC2,TV,2023-11-02 14:00:00,FREMONT PASS,BOU,39.3799,-106.1968,KWBCRSDCO,0,31,0,0,34,0,35,0,0,0,0,2023/10/30-2023/11/02,31,2
FSDS2,TV,2023-11-02 11:00:00,SIOUX FALLS,FSD,43.587777777778,-96.73,KFSDRR3FSD,0,36,36,0,41,0,44,0,54,0,57,2023/10/30-2023/11/02,36,2
GESK1,TV,2023-11-02 13:00:00,GARDEN CITY,DDC,37.99292,-100.81218,KDDCRR3DDC,0,0,43,0,0,0,0,0,0,0,0,2023/10/30-2023/11/02,43,4
GRCW4,TV,2023-11-02 06:00:00,JACKSON,RIW,43.343,-110.435,KWBCRSDWY,0,32,0,0,33,0,36,0,0,0,0,2023/10/30-2023/11/02,32,2
GREI4,TV,2023-11-02 15:00:00,GREENFIELD,DMX,41.2731,-94.4437,KDMXRR5DMX,0,0,38,0,0,43,0,50,0,58,0,2023/10/30-2023/11/02,38,4
GVNI4,TV,2023-11-02 15:00:00,GLENWOOD,OAX,41.0441,-95.7749,KDMXRR5DMX,0,0,43,0,0,75,0,68,0,0,0,2023/10/30-2023/11/02,43,4
GZPC2,TV,2023-11-02 14:00:00,DILLON,BOU,39.6463,-105.8697,KWBCRSDCO,0,38,40,0,42,0,40,0,43,0,0,2023/10/30-2023/11/02,38,2
HAPC2,TV,2023-11-02 13:00:00,WINDSOR,BOU,39.2622,-106.6293,KWBCRSDCO,0,34,0,0,36,0,36,0,38,0,0,2023/10/30-2023/11/02,34,2
HOOC2,TV,2023-11-02 14:00:00,BRECKENRIDGE,BOU,39.3613,-106.0598,KWBCRSDCO,0,33,33,0,34,0,35,0,37,0,0,2023/10/30-2023/11/02,33,2
ISPI1,TV,2023-11-02 14:00:00,ISLAND PARK,PIH,44.4203,-111.3851,KWBCRSDID,0,34,0,0,36,0,0,0,0,0,0,2023/10/30-2023/11/02,34,2
JNPC2,TV,2023-11-02 13:00:00,GEORGETOWN,BOU,39.7645,-105.9062,KWBCRSDCO,0,33,35,0,36,0,37,0,38,0,0,2023/10/30-2023/11/02,33,2
JWGC2,TV,2023-11-02 13:00:00,GRANT,BOU,39.5666666666667,-105.8,KWBCRSDCO,0,32,33,0,35,0,37,0,39,0,0,2023/10/30-2023/11/02,32,2
KLLW4,TV,2023-11-02 13:00:00,COKEVILLE,RIW,42.2689,-110.8056,KWBCRSDWY,0,32,0,0,33,0,38,0,0,0,0,2023/10/30-2023/11/02,32,2
KLNC2,TV,2023-11-02 13:00:00,KILN SNOTEL NR NORRIE,GJT,39.3172,-106.6145,KWBCRSDCO,0,36,0,0,37,0,39,0,41,0,0,2023/10/30-2023/11/02,36,2
LCKM8,TV,2023-11-02 14:00:00,BOZEMAN,TFX,45.5041,-110.9663,KWBCRSDMT,0,0,0,0,35,0,0,0,0,0,0,2023/10/30-2023/11/02,35,8
LCRW4,TV,2023-11-02 13:00:00,BIG SANDY,RIW,42.5801,-109.08833333333,KWBCRSDWY,0,41,0,0,28,0,38,0,0,0,0,2023/10/30-2023/11/02,41,2
LITW4,TV,2023-11-02 13:00:00,ENCAMPMENT,CYS,41.0705,-106.9428,KWBCRSDWY,0,33,34,0,34,0,36,0,41,0,0,2023/10/30-2023/11/02,33,2
LIZC2,TV,2023-11-02 13:00:00,TELLURIDE,GJT,37.7833333333333,-107.933333333333,KWBCRSDCO,0,33,0,0,35,0,38,0,0,0,0,2023/10/30-2023/11/02,33,2
LNCC2,TV,2023-11-02 13:00:00,PLACERVILLE,GJT,37.8833333333333,-108.2,KWBCRSDCO,0,27,0,0,34,0,38,0,0,0,0,2023/10/30-2023/11/02,27,2
LOTC2,TV,2023-11-02 13:00:00,LOST DOG,GJT,40.815833333333,-106.74833333333,KWBCRSDCO,0,32,33,0,35,0,39,0,41,0,0,2023/10/30-2023/11/02,32,2
LPPW4,TV,2023-11-02 13:00:00,LAPRELE CREEK,CYS,42.4356,-105.8608,KWBCRSDWY,0,32,0,0,34,0,36,0,0,0,0,2023/10/30-2023/11/02,32,2
LRVC2,TV,2023-11-02 14:00:00,RUSTIC,BOU,40.5123,-105.76555555556,KWBCRSDCO,0,39,0,0,39,0,39,0,0,0,0,2023/10/30-2023/11/02,39,2
LSX,TV,2023-11-02 11:00:00,WELDON SPRING,LSX,38.6988888888889,-90.6827777777778,KLSXRR3LSX,0,0,48,0,0,0,0,0,64,0,0,2023/10/30-2023/11/02,48,4
LWSW4,TV,2023-11-02 14:00:00,WEST THUMB,RIW,44.2086,-110.6663,KWBCRSDWY,0,0,0,0,37,0,36,0,0,0,0,2023/10/30-2023/11/02,37,8
LYNC2,TV,2023-11-02 13:00:00,LYNX PASS NR TOPANAS,BOU,40.0781,-106.6703,KWBCRSDCO,0,0,31,0,36,0,36,0,0,0,0,2023/10/30-2023/11/02,31,4
MBSW4,TV,2023-11-02 13:00:00,ARLINGTON,CYS,41.3783,-106.3468,KWBCRSDWY,0,35,0,0,35,0,36,0,0,0,0,2023/10/30-2023/11/02,35,2
MCSI4,TV,2023-11-02 14:59:00,MARCUS,FSD,42.6672,-95.8048,KDMXRR5DMX,0,0,37,0,0,42,0,0,0,0,0,2023/10/30-2023/11/02,37,4
MFKC2,TV,2023-11-02 14:00:00,MIDDLE FORK CAMP SNOTEL,BOU,39.7956,-106.0273,KWBCRSDCO,0,0,0,0,39,0,44,0,45,0,0,2023/10/30-2023/11/02,39,8
MIHC2,TV,2023-11-02 14:00:00,JEFFERSON,BOU,39.4358,-105.9108,KWBCRSDCO,0,0,33,0,33,0,37,0,40,0,0,2023/10/30-2023/11/02,33,4
MVLS2,TV,2023-11-02 01:00:00,MILESVILLE,UNR,44.520833333333,-101.61916666667,KUNRRR3UNR,0,0,64,0,0,0,0,0,0,0,0,2023/10/30-2023/11/02,64,4
NVRM8,TV,2023-11-02 14:00:00,NEVADA RIDGE,TFX,46.8425,-112.5077,KWBCRSDMT,0,0,17,0,17,0,0,0,0,0,0,2023/10/30-2023/11/02,17,4
NWLI4,TV,2023-11-02 15:00:00,NEWELL,FSD,42.5897,-95.0089,KDMXRR5DMX,0,0,38,0,0,42,0,48,0,53,0,2023/10/30-2023/11/02,38,4
OKLI4,TV,2023-11-02 15:00:00,OAKLAND,OAX,41.3101,-95.1741,KDMXRR5DMX,0,0,43,0,0,45,0,51,0,57,0,2023/10/30-2023/11/02,43,4
PHTC2,TV,2023-11-02 12:00:00,GRAND LAKE,BOU,40.3994,-105.8476,KWBCRSDCO,0,30,0,0,35,0,35,0,0,0,0,2023/10/30-2023/11/02,30,2
PKCC2,TV,2023-11-02 13:00:00,TIN CUP,GJT,38.8166666666667,-106.5897,KWBCRSDCO,0,34,0,0,35,0,38,0,0,0,0,2023/10/30-2023/11/02,34,2
PRPC2,TV,2023-11-02 13:00:00,SARGENTS,GJT,38.4888,-106.3397,KWBCRSDCO,0,0,0,0,0,0,36,0,0,0,0,2023/10/30-2023/11/02,36,20
PRVC2,TV,2023-11-02 13:00:00,PAOMIA,GJT,39.0464,-107.8741,KWBCRSDCO,0,34,0,0,34,0,36,0,0,0,0,2023/10/30-2023/11/02,34,2
ROUC2,TV,2023-11-02 14:00:00,FAIRPLAY,BOU,39.0333333333333,-106.083333333333,KWBCRSDCO,0,36,32,0,80,0,34,0,0,0,0,2023/10/30-2023/11/02,36,2
SATC2,TV,2023-11-02 13:00:00,NEDERLAND,BOU,40.1369,-105.5862,KWBCRSDCO,0,36,0,0,38,0,38,0,39,0,0,2023/10/30-2023/11/02,36,2
SBCW4,TV,2023-11-02 14:00:00,RIVERSIDE,CYS,41.3294,-106.5025,KWBCRSDWY,0,31,0,0,35,0,39,0,35,0,0,2023/10/30-2023/11/02,31,2
SBEI4,TV,2023-11-02 15:00:00,OCHEYEDAN,EAX,43.365,-95.6425,KDMXRR5DMX,0,0,40,0,0,44,0,48,0,52,0,2023/10/30-2023/11/02,40,4
SCSC2,TV,2023-11-02 14:00:00,GRAND LAKE,BOU,40.2254,-105.9198,KWBCRSDCO,0,33,36,0,38,0,44,0,49,0,0,2023/10/30-2023/11/02,33,2
SGBW4,TV,2023-11-02 13:00:00,RAWLINS,CYS,41.401111111111,-107.25722222222,KWBCRSDWY,0,45,33,0,35,0,38,0,42,0,0,2023/10/30-2023/11/02,45,2
SKRW4,TV,2023-11-02 13:00:00,SNAKE RIVER,RIW,44.1336,-110.6692,KWBCRSDWY,0,34,0,0,34,0,35,0,0,0,0,2023/10/30-2023/11/02,34,2
SLDW4,TV,2023-11-02 14:00:00,BUFFALO,RIW,44.345555555556,-107.02222222222,KWBCRSDWY,0,0,0,0,88,0,0,0,0,0,0,2023/10/30-2023/11/02,88,8
SLMC2,TV,2023-11-02 13:00:00,LAKE CITY,GJT,37.983333333333,-107.2,KWBCRSDCO,0,28,0,0,34,0,36,0,0,0,0,2023/10/30-2023/11/02,28,2
SOSC2,TV,2023-11-02 13:00:00,CRESTED BUTTE,GJT,39.0152,-107.0488,KWBCRSDCO,0,33,0,0,35,0,37,0,0,0,0,2023/10/30-2023/11/02,33,2
SQPM8,TV,2023-11-02 14:00:00,ALBERTON,MSO,47.179,-114.3337,KWBCRSDMT,0,0,36,0,38,0,40,0,42,0,0,2023/10/30-2023/11/02,36,4
SRSW4,TV,2023-11-02 13:00:00,ENCAMPMENT,CYS,41.1117,-107.1706,KWBCRSDWY,0,33,34,0,35,0,39,0,43,0,0,2023/10/30-2023/11/02,33,2
SUCW4,TV,2023-11-02 14:00:00,DAYTON,BYZ,44.7225,-107.4003,KWBCRSDWY,0,0,0,0,35,0,0,0,0,0,0,2023/10/30-2023/11/02,35,8
SUMC2,TV,2023-11-02 14:00:00,SILVERTHORNE,BOU,39.718,-106.158,KWBCRSDCO,0,49,41,0,44,0,0,0,0,0,0,2023/10/30-2023/11/02,49,2
THUW4,TV,2023-11-02 14:00:00,WEST THUMB,RIW,44.368888888889,-110.57833333333,KWBCRSDWY,0,37,0,0,39,0,43,0,0,0,0,2023/10/30-2023/11/02,37,2
TOPW4,TV,2023-11-02 14:00:00,PAHASKA,RIW,44.1518,-110.2212,KWBCRSDWY,0,34,0,0,35,0,37,0,0,0,0,2023/10/30-2023/11/02,34,2
TRBK1,TV,2023-11-02 13:00:00,TRIBUNE,GLD,38.46625,-101.77522,KGLDRR3GLD,0,0,45,0,0,0,0,0,0,0,0,2023/10/30-2023/11/02,45,4
TRPW4,TV,2023-11-02 14:00:00,AFTON,RIW,42.7639,-110.5914,KWBCRSDWY,0,34,0,0,35,0,38,0,0,0,0,2023/10/30-2023/11/02,34,2
TWLM8,TV,2023-11-02 14:00:00,TWIN LAKES,TFX,46.1426,-114.5054,KWBCRSDMT,0,0,36,0,38,0,40,0,0,0,0,2023/10/30-2023/11/02,36,4
TWNW4,TV,2023-11-02 13:00:00,LANDER,RIW,42.69523,-108.8957,KWBCRSDWY,0,0,74,0,74,0,0,0,0,0,0,2023/10/30-2023/11/02,74,4
URGC2,TV,2023-11-02 13:00:00,CREEDE,GJT,37.721944444444,-107.26,KWBCRSDCO,0,29,0,0,36,0,39,0,0,0,0,2023/10/30-2023/11/02,29,2
WCSC2,TV,2023-11-02 14:00:00,SOUTH FORK,PUB,37.4833333333333,-106.816666666667,KWBCRSDCO,0,83,0,0,0,0,39,0,0,0,0,2023/10/30-2023/11/02,83,2
WHTM8,TV,2023-11-02 14:00:00,COOKE CITY,BYZ,45.0485,-109.9099,KWBCRSDMT,0,0,34,0,36,0,38,0,0,0,0,2023/10/30-2023/11/02,34,4
WLBC2,TV,2023-11-02 13:00:00,ESTES PARK,BOU,40.201,-105.6025,KWBCRSDCO,0,31,0,0,36,0,38,0,0,0,0,2023/10/30-2023/11/02,31,2
WNDW4,TV,2023-11-02 13:00:00,ESTERBROOK,CYS,42.2802,-105.5782,KWBCRSDWY,0,29,0,0,33,0,36,0,0,0,0,2023/10/30-2023/11/02,29,2
ZIRC2,TV,2023-11-02 13:00:00,ZIRCEL NR WALDEN,BOU,40.7949,-106.5954,KWBCRSDCO,0,34,0,0,36,0,39,0,0,0,0,2023/10/30-2023/11/02,34,2
