"station","lat","lon","elev","depth","t.lm","t.rf","t.rflm"
"kalamazoo",42.3546,-85.5855,268,50,11.7983034533777,11.8786031246874,12.0403136353629
"kalkaska",44.6555,-85.0743,351,0,6.96246785905921,6.8146482859795,6.72128879592819
"kalkaska",44.6555,-85.0743,351,10,9.31635034750669,9.90707957319009,9.99875886170379
"kalkaska",44.6555,-85.0743,351,50,9.08495151901694,9.48715757959831,9.71580811881575
"kentcity",43.2463,-85.7718,290,0,8.73519017562881,8.93814140277414,8.99481021573167
"kentcity",43.2463,-85.7718,290,10,11.0890726640763,10.8084424773426,10.7301195167533
"kentcity",43.2463,-85.7718,290,50,10.8576738355865,10.7457467542941,10.6595264440762
"kewadin",44.9526,-85.3347,238,0,7.46388636710805,8.29240251175146,8.43433522757539
"kewadin",44.9526,-85.3347,238,10,9.81776885555553,10.7434678242866,10.7847286634334
"kewadin",44.9526,-85.3347,238,50,9.58637002706579,10.5895870914615,10.4802272221152
"linwood",43.7199,-84.0275,188,0,8.77304842692097,8.34709071109867,8.40315743278714
"linwood",43.7199,-84.0275,188,10,11.1269309153685,10.4728522875694,10.5442051982983
"linwood",43.7199,-84.0275,188,50,10.8955320868787,10.4430979696839,10.3682544747234
"ludington",43.9043,-86.3798,200,0,8.79426213279228,8.35339408647038,8.29827521972104
"ludington",43.9043,-86.3798,200,10,11.1481446212398,10.9100821519896,10.7990494400865
"ludington",43.9043,-86.3798,200,50,10.91674579275,10.845479002284,10.6402146432109
