"station","lat","lon","elev","depth","t.lm","t.rf","t.rflm"
"mcbain",44.1861,-85.1251,360,0,7.33917735082398,7.01757714417449,7.00201545936035
"mcbain",44.1861,-85.1251,360,10,9.69305983927146,8.97709965880225,8.87189738953876
"mcbain",44.1861,-85.1251,360,50,9.46166101078172,8.92943259079304,8.84584828793243
"mears",43.6834,-86.4107,229,0,8.80931841757725,8.52299411167618,8.47895385047405
"mears",43.6834,-86.4107,229,10,11.1632009060247,10.9572937929711,11.1106574647589
"mears",43.6834,-86.4107,229,50,10.931802077535,10.8267597365389,10.8282925977214
"mecosta",43.5653,-85.2449,305,0,8.28382891438788,8.34355668455679,8.24181982864737
"mecosta",43.5653,-85.2449,305,10,10.6377114028354,10.4650653395366,10.4139839138921
"mecosta",43.5653,-85.2449,305,50,10.4063125743456,10.303559224004,10.280058429056
"mountpleasant",43.5759,-84.7737,242,0,8.63491846825271,8.68017763552578,8.58915161472104
"mountpleasant",43.5759,-84.7737,242,10,10.9888009567002,11.191317862142,11.4980691150816
"mountpleasant",43.5759,-84.7737,242,50,10.7574021282104,10.835867850482,11.2482956413619
"msuhort",42.6734,-84.487,264,0,9.28430621099809,9.16863232509117,9.1198352515522
"msuhort",42.6734,-84.487,264,10,11.6381886994456,11.374027060458,11.3548011076034
"msuhort",42.6734,-84.487,264,50,11.4067898709558,11.1985411408893,11.2190739242464
"msuhtrc",42.711,-84.476,257,0,9.29467259436774,9.24502304769534,9.26351382485055
"msuhtrc",42.711,-84.476,257,10,11.6485550828152,11.3266033125912,11.447166142889
"msuhtrc",42.711,-84.476,257,50,11.4171562543255,11.159376172889,11.3236176469508
"ncmc",45.3558,-84.9371,233,0,7.08182231848075,7.25921561537386,7.098975869666
"ncmc",45.3558,-84.9371,233,10,9.43570480692823,9.30679284092107,8.99685930336578
"ncmc",45.3558,-84.9371,233,50,9.20430597843849,9.3085043029781,8.77037889785414
"newera",43.5609,-86.3777,269,0,8.65447943959125,8.7103981975377,8.68763823822681
"newera",43.5609,-86.3777,269,10,11.0083619280387,10.9114239123466,10.9782411217868
"newera",43.5609,-86.3777,269,50,10.776963099549,10.8317898404052,10.8259206257439
"northport",45.1359,-85.651,236,0,7.34527819903593,7.77530659428941,7.69143625809568
"northport",45.1359,-85.651,236,10,9.69916068748341,9.40284851818485,9.28926594468686
"northport",45.1359,-85.651,236,50,9.46776185899366,9.52540551933445,9.01304538619088
"nwmhrs",44.8831,-85.6777,247,0,7.50757885097281,8.24680372820487,8.32377941906793
"nwmhrs",44.8831,-85.6777,247,10,9.86146133942029,10.6164635868205,10.7144669459867
"nwmhrs",44.8831,-85.6777,247,50,9.63006251093054,10.4677477752761,10.4192850587807
"oldmission",44.932,-85.4996,219,0,7.62670979845038,8.09386205717811,8.03477410560085
"oldmission",44.932,-85.4996,219,10,9.98059228689786,10.7655568403215,10.8617919788007
"oldmission",44.932,-85.4996,219,50,9.74919345840812,10.5892594797793,10.5495520240016
"onekama",44.4165,-86.2131,247,0,7.9964244865166,7.9612963172813,7.43863959888886
"onekama",44.4165,-86.2131,247,10,10.3503069749641,10.3186162346293,10.0739964188899
"onekama",44.4165,-86.2131,247,50,10.1189081464743,10.4670089668757,9.85701594936873
"southhaven",42.3579,-86.2894,189,0,10.2733991940651,9.83721829817457,9.82610783109425
"southhaven",42.3579,-86.2894,189,10,12.6272816825126,13.0552666384616,13.1150547109315
"southhaven",42.3579,-86.2894,189,50,12.3958828540228,12.6048983323635,12.8051273840546
"standale",42.9557,-85.7521,226,0,9.4205400715364,9.38056413823746,9.45586301005217
"standale",42.9557,-85.7521,226,10,11.7744225599839,12.0024875471124,12.0436276608095
"standale",42.9557,-85.7521,226,50,11.5430237314941,11.6372647989064,11.8584669705386
"westolive",42.9715,-86.0765,194,0,9.65383843895407,9.55625390889207,9.45806011989282
"westolive",42.9715,-86.0765,194,10,12.0077209274016,12.3316305267893,12.342058706388
"westolive",42.9715,-86.0765,194,50,11.7763220989118,11.9031218073499,12.0940693648352
"williamsburg20",44.8153,-85.4445,213,0,7.7668420377832,7.85226364244819,7.84581119333896
"williamsburg20",44.8153,-85.4445,213,10,10.1207245262307,10.1193641738513,10.234460774376
"williamsburg20",44.8153,-85.4445,213,50,9.88932569774093,10.1423954811179,9.99688948026156
"wmich",42.256,-85.6395,284,0,9.66702607557163,9.93418590364386,9.88882086347115
"wmich",42.256,-85.6395,284,10,12.0209085640191,12.012670923647,12.5600297307922
"wmich",42.256,-85.6395,284,50,11.7895097355294,11.7473089973619,12.3522478435474
